,T20,Normalized T20
412,0.807339685,3.769021555
413,0.805176501,2.255021217
414,0.807339685,3.769021555
415,0.806978281,3.516076924
416,0.804458278,1.752340972
417,0.806617201,3.263359059
418,0.805896008,2.758600127
419,0.805176501,2.255021217
420,0.805176501,2.255021217
421,0.804458278,1.752340972
422,0.805536094,2.506698339
423,0.807701413,4.022192951
424,0.808063465,4.275591113
425,0.804458278,1.752340972
426,0.806978281,3.516076924
427,0.806978281,3.516076924
428,0.806256443,3.01086656
429,0.807339685,3.769021555
430,0.805896008,2.758600127
431,0.805896008,2.758600127
432,0.806617201,3.263359059
433,0.805536094,2.506698339
434,0.805536094,2.506698339
435,0.806617201,3.263359059
436,0.806978281,3.516076924
437,0.807701413,4.022192951
438,0.806978281,3.516076924
439,0.808063465,4.275591113
440,0.805896008,2.758600127
441,0.805536094,2.506698339
442,0.805896008,2.758600127
443,0.804099647,1.501337148
444,0.807339685,3.769021555
445,0.806256443,3.01086656
446,0.806617201,3.263359059
447,0.804099647,1.501337148
448,0.806256443,3.01086656
449,0.805896008,2.758600127
450,0.806617201,3.263359059
451,0.804458278,1.752340972
452,0.808425842,4.529216741
453,0.805176501,2.255021217
454,0.806617201,3.263359059
455,0.806617201,3.263359059
456,0.803741335,1.250556591
457,0.806978281,3.516076924
458,0.807701413,4.022192951
459,0.808425842,4.529216741
460,0.804099647,1.501337148
461,0.807701413,4.022192951
462,0.806256443,3.01086656
463,0.806617201,3.263359059
464,0.807701413,4.022192951
465,0.80481723,2.003569461
466,0.80481723,2.003569461
467,0.807339685,3.769021555
468,0.806617201,3.263359059
469,0.805896008,2.758600127
470,0.805536094,2.506698339
471,0.806256443,3.01086656
472,0.806617201,3.263359059
473,0.807339685,3.769021555
474,0.806617201,3.263359059
475,0.805896008,2.758600127
476,0.806256443,3.01086656
477,0.806617201,3.263359059
478,0.806256443,3.01086656
479,0.806256443,3.01086656
480,0.805896008,2.758600127
481,0.806617201,3.263359059
482,0.806256443,3.01086656
483,0.805896008,2.758600127
484,0.805176501,2.255021217
485,0.805176501,2.255021217
486,0.806617201,3.263359059
487,0.806978281,3.516076924
488,0.807339685,3.769021555
489,0.806617201,3.263359059
490,0.806256443,3.01086656
491,0.806978281,3.516076924
492,0.806256443,3.01086656
493,0.803741335,1.250556591
494,0.805896008,2.758600127
495,0.805896008,2.758600127
496,0.806978281,3.516076924
497,0.806978281,3.516076924
498,0.805896008,2.758600127
499,0.803383343,1
500,0.805896008,2.758600127
501,0.806617201,3.263359059
502,0.805896008,2.758600127
503,0.807701413,4.022192951
504,0.805176501,2.255021217
505,0.804458278,1.752340972
506,0.806978281,3.516076924
507,0.806978281,3.516076924
508,0.806617201,3.263359059
509,0.806256443,3.01086656
510,0.807701413,4.022192951
511,0.806978281,3.516076924
512,0.803741335,1.250556591
513,0.806978281,3.516076924
514,0.803741335,1.250556591
515,0.806256443,3.01086656
516,0.807339685,3.769021555
517,0.806617201,3.263359059
518,0.807701413,4.022192951
519,0.807339685,3.769021555
520,0.807339685,3.769021555
521,0.805536094,2.506698339
522,0.807339685,3.769021555
523,0.805896008,2.758600127
524,0.805536094,2.506698339
525,0.806617201,3.263359059
526,0.806617201,3.263359059
527,0.806978281,3.516076924
528,0.806978281,3.516076924
529,0.807701413,4.022192951
530,0.806978281,3.516076924
531,0.803025669,0.749665975
532,0.803741335,1.250556591
533,0.806617201,3.263359059
534,0.807701413,4.022192951
535,0.807339685,3.769021555
536,0.806256443,3.01086656
537,0.806978281,3.516076924
538,0.806978281,3.516076924
539,0.806256443,3.01086656
540,0.804099647,1.501337148
541,0.807339685,3.769021555
542,0.805176501,2.255021217
543,0.807701413,4.022192951
544,0.807339685,3.769021555
545,0.806978281,3.516076924
546,0.806617201,3.263359059
547,0.805536094,2.506698339
548,0.806978281,3.516076924
549,0.806617201,3.263359059
550,0.80481723,2.003569461
551,0.807701413,4.022192951
552,0.805896008,2.758600127
553,0.805896008,2.758600127
554,0.806978281,3.516076924
555,0.805536094,2.506698339
556,0.80481723,2.003569461
557,0.807339685,3.769021555
558,0.805536094,2.506698339
559,0.80481723,2.003569461
560,0.805896008,2.758600127
561,0.804458278,1.752340972
562,0.806978281,3.516076924
563,0.806617201,3.263359059
564,0.806978281,3.516076924
565,0.804458278,1.752340972
566,0.806256443,3.01086656
567,0.806617201,3.263359059
568,0.805536094,2.506698339
569,0.806978281,3.516076924
570,0.807339685,3.769021555
571,0.805896008,2.758600127
572,0.80481723,2.003569461
573,0.80481723,2.003569461
574,0.805536094,2.506698339
575,0.806256443,3.01086656
576,0.808425842,4.529216741
577,0.805536094,2.506698339
578,0.806617201,3.263359059
579,0.805896008,2.758600127
580,0.806617201,3.263359059
581,0.807339685,3.769021555
582,0.805896008,2.758600127
583,0.807701413,4.022192951
584,0.807339685,3.769021555
585,0.806978281,3.516076924
586,0.805176501,2.255021217
587,0.806978281,3.516076924
588,0.806978281,3.516076924
589,0.805536094,2.506698339
590,0.806978281,3.516076924
591,0.805176501,2.255021217
592,0.805536094,2.506698339
593,0.80481723,2.003569461
594,0.806617201,3.263359059
595,0.806617201,3.263359059
596,0.805536094,2.506698339
597,0.805176501,2.255021217
598,0.803741335,1.250556591
599,0.805896008,2.758600127
600,0.806256443,3.01086656
601,0.805896008,2.758600127
602,0.804458278,1.752340972
603,0.806978281,3.516076924
604,0.806617201,3.263359059
605,0.803383343,1
606,0.806256443,3.01086656
607,0.806978281,3.516076924
608,0.806978281,3.516076924
609,0.806978281,3.516076924
610,0.808063465,4.275591113
611,0.806978281,3.516076924
612,0.803025669,0.749665975
613,0.805896008,2.758600127
614,0.807339685,3.769021555
615,0.806617201,3.263359059
616,0.805896008,2.758600127
617,0.806617201,3.263359059
618,0.806617201,3.263359059
619,0.807339685,3.769021555
620,0.806256443,3.01086656
621,0.80481723,2.003569461
622,0.806617201,3.263359059
623,0.806256443,3.01086656
624,0.805176501,2.255021217
625,0.807339685,3.769021555
626,0.806617201,3.263359059
627,0.805896008,2.758600127
628,0.805536094,2.506698339
629,0.806978281,3.516076924
630,0.80481723,2.003569461
631,0.806617201,3.263359059
632,0.804458278,1.752340972
633,0.806256443,3.01086656
634,0.806256443,3.01086656
635,0.808063465,4.275591113
636,0.806978281,3.516076924
637,0.805896008,2.758600127
638,0.807339685,3.769021555
639,0.806256443,3.01086656
640,0.804458278,1.752340972
641,0.807339685,3.769021555
642,0.806256443,3.01086656
643,0.807701413,4.022192951
644,0.80481723,2.003569461
645,0.803383343,1
646,0.806617201,3.263359059
647,0.804099647,1.501337148
648,0.806617201,3.263359059
649,0.804099647,1.501337148
650,0.807339685,3.769021555
651,0.806256443,3.01086656
652,0.803741335,1.250556591
653,0.806617201,3.263359059
654,0.807701413,4.022192951
655,0.803383343,1
656,0.808063465,4.275591113
657,0.803025669,0.749665975
658,0.806617201,3.263359059
659,0.805536094,2.506698339
660,0.806617201,3.263359059
661,0.803383343,1
662,0.806617201,3.263359059
663,0.805896008,2.758600127
664,0.807701413,4.022192951
665,0.806256443,3.01086656
666,0.806256443,3.01086656
667,0.805536094,2.506698339
668,0.809151572,5.037151094
669,0.805896008,2.758600127
670,0.806978281,3.516076924
671,0.806617201,3.263359059
672,0.804458278,1.752340972
673,0.806617201,3.263359059
674,0.801954556,0
675,0.807701413,4.022192951
676,0.807701413,4.022192951
677,0.808063465,4.275591113
678,0.806256443,3.01086656
679,0.806617201,3.263359059
680,0.808063465,4.275591113
681,0.807339685,3.769021555
682,0.804458278,1.752340972
683,0.806617201,3.263359059
684,0.805536094,2.506698339
685,0.805896008,2.758600127
686,0.805896008,2.758600127
687,0.808425842,4.529216741
688,0.805896008,2.758600127
689,0.807339685,3.769021555
690,0.805896008,2.758600127
691,0.805176501,2.255021217
692,0.806256443,3.01086656
693,0.806617201,3.263359059
694,0.806978281,3.516076924
695,0.806978281,3.516076924
696,0.807701413,4.022192951
697,0.805896008,2.758600127
698,0.807701413,4.022192951
699,0.806617201,3.263359059
700,0.80481723,2.003569461
701,0.807339685,3.769021555
702,0.805896008,2.758600127
703,0.804458278,1.752340972
704,0.805176501,2.255021217
705,0.803383343,1
706,0.808425842,4.529216741
707,0.808425842,4.529216741
708,0.804099647,1.501337148
709,0.808425842,4.529216741
710,0.806256443,3.01086656
711,0.806978281,3.516076924
712,0.806256443,3.01086656
713,0.805896008,2.758600127
714,0.804458278,1.752340972
715,0.807339685,3.769021555
716,0.806256443,3.01086656
717,0.806617201,3.263359059
718,0.805176501,2.255021217
719,0.806978281,3.516076924
720,0.805896008,2.758600127
721,0.806617201,3.263359059
722,0.805896008,2.758600127
723,0.807339685,3.769021555
724,0.806978281,3.516076924
725,0.803383343,1
726,0.804458278,1.752340972
727,0.805896008,2.758600127
728,0.806617201,3.263359059
729,0.805896008,2.758600127
730,0.805896008,2.758600127
731,0.80481723,2.003569461
732,0.807701413,4.022192951
733,0.803383343,1
734,0.806978281,3.516076924
735,0.806256443,3.01086656
736,0.80481723,2.003569461
737,0.806256443,3.01086656
738,0.805536094,2.506698339
739,0.805896008,2.758600127
740,0.807339685,3.769021555
741,0.807701413,4.022192951
742,0.807701413,4.022192951
743,0.807701413,4.022192951
744,0.808788544,4.783069835
745,0.808425842,4.529216741
746,0.805536094,2.506698339
747,0.806617201,3.263359059
748,0.805176501,2.255021217
749,0.805896008,2.758600127
750,0.805896008,2.758600127
751,0.806617201,3.263359059
752,0.806617201,3.263359059
753,0.806256443,3.01086656
754,0.803383343,1
755,0.805176501,2.255021217
756,0.806256443,3.01086656
757,0.807339685,3.769021555
758,0.807339685,3.769021555
759,0.807339685,3.769021555
760,0.806978281,3.516076924
761,0.806617201,3.263359059
762,0.805896008,2.758600127
763,0.806978281,3.516076924
764,0.806256443,3.01086656
765,0.805176501,2.255021217
766,0.806617201,3.263359059
767,0.805176501,2.255021217
768,0.806256443,3.01086656
769,0.805896008,2.758600127
770,0.804458278,1.752340972
771,0.806978281,3.516076924
772,0.806256443,3.01086656
773,0.805536094,2.506698339
774,0.806978281,3.516076924
775,0.806617201,3.263359059
776,0.805896008,2.758600127
777,0.805896008,2.758600127
778,0.806617201,3.263359059
779,0.806256443,3.01086656
780,0.805536094,2.506698339
781,0.806256443,3.01086656
782,0.806617201,3.263359059
783,0.807339685,3.769021555
784,0.807339685,3.769021555
785,0.805896008,2.758600127
786,0.807701413,4.022192951
787,0.804099647,1.501337148
788,0.807339685,3.769021555
789,0.806617201,3.263359059
790,0.805536094,2.506698339
791,0.805536094,2.506698339
792,0.807339685,3.769021555
793,0.806978281,3.516076924
794,0.806256443,3.01086656
795,0.806256443,3.01086656
796,0.805896008,2.758600127
797,0.806617201,3.263359059
798,0.805896008,2.758600127
799,0.807701413,4.022192951
800,0.806256443,3.01086656
801,0.807701413,4.022192951
802,0.804458278,1.752340972
803,0.806978281,3.516076924
804,0.805536094,2.506698339
805,0.804099647,1.501337148
806,0.805176501,2.255021217
807,0.80481723,2.003569461
808,0.80481723,2.003569461
809,0.804458278,1.752340972
810,0.804458278,1.752340972
811,0.806617201,3.263359059
812,0.805176501,2.255021217
813,0.806978281,3.516076924
814,0.804458278,1.752340972
815,0.805896008,2.758600127
816,0.807339685,3.769021555
817,0.805896008,2.758600127
818,0.805536094,2.506698339
819,0.806978281,3.516076924
820,0.804099647,1.501337148
821,0.806617201,3.263359059
822,0.808063465,4.275591113
823,0.806978281,3.516076924
824,0.806256443,3.01086656
825,0.805896008,2.758600127
826,0.807339685,3.769021555
827,0.806617201,3.263359059
828,0.806256443,3.01086656
829,0.804458278,1.752340972
830,0.807339685,3.769021555
831,0.804458278,1.752340972
832,0.805896008,2.758600127
833,0.805536094,2.506698339
834,0.805896008,2.758600127
835,0.806256443,3.01086656
836,0.807701413,4.022192951
837,0.806617201,3.263359059
838,0.805536094,2.506698339
839,0.807339685,3.769021555
840,0.805896008,2.758600127
841,0.807339685,3.769021555
842,0.805896008,2.758600127
843,0.806617201,3.263359059
844,0.805896008,2.758600127
845,0.806256443,3.01086656
846,0.805536094,2.506698339
847,0.80481723,2.003569461
848,0.805536094,2.506698339
849,0.806978281,3.516076924
850,0.805896008,2.758600127
851,0.806978281,3.516076924
852,0.804458278,1.752340972
853,0.806978281,3.516076924
854,0.806978281,3.516076924
855,0.804458278,1.752340972
856,0.806256443,3.01086656
857,0.805896008,2.758600127
858,0.806978281,3.516076924
859,0.805536094,2.506698339
860,0.807339685,3.769021555
861,0.802311276,0.249666325
862,0.806617201,3.263359059
863,0.803741335,1.250556591
864,0.805536094,2.506698339
865,0.806978281,3.516076924
866,0.806256443,3.01086656
867,0.806978281,3.516076924
868,0.805896008,2.758600127
869,0.804458278,1.752340972
870,0.805176501,2.255021217
871,0.803383343,1
872,0.805176501,2.255021217
873,0.806978281,3.516076924
874,0.806617201,3.263359059
875,0.805896008,2.758600127
876,0.808063465,4.275591113
877,0.806978281,3.516076924
878,0.806978281,3.516076924
879,0.806978281,3.516076924
880,0.806256443,3.01086656
881,0.807701413,4.022192951
882,0.804458278,1.752340972
883,0.803383343,1
884,0.806978281,3.516076924
885,0.807339685,3.769021555
886,0.807701413,4.022192951
887,0.805896008,2.758600127
888,0.804458278,1.752340972
889,0.806978281,3.516076924
890,0.806256443,3.01086656
891,0.806978281,3.516076924
892,0.806256443,3.01086656
893,0.808063465,4.275591113
894,0.806256443,3.01086656
895,0.806978281,3.516076924
896,0.806256443,3.01086656
897,0.806617201,3.263359059
898,0.80481723,2.003569461
899,0.806978281,3.516076924
900,0.807701413,4.022192951
901,0.805536094,2.506698339
902,0.806256443,3.01086656
903,0.807339685,3.769021555
904,0.80481723,2.003569461
905,0.806256443,3.01086656
906,0.806617201,3.263359059
907,0.805536094,2.506698339
908,0.806256443,3.01086656
909,0.807339685,3.769021555
910,0.808425842,4.529216741
911,0.807339685,3.769021555
912,0.806978281,3.516076924
913,0.803383343,1
914,0.805896008,2.758600127
915,0.804458278,1.752340972
916,0.806978281,3.516076924
917,0.805176501,2.255021217
918,0.808425842,4.529216741
919,0.806256443,3.01086656
920,0.807339685,3.769021555
921,0.808063465,4.275591113
922,0.806617201,3.263359059
923,0.805536094,2.506698339
924,0.805896008,2.758600127
925,0.807701413,4.022192951
926,0.805536094,2.506698339
927,0.807339685,3.769021555
928,0.806617201,3.263359059
929,0.80481723,2.003569461
930,0.806978281,3.516076924
931,0.806617201,3.263359059
932,0.805536094,2.506698339
933,0.805896008,2.758600127
934,0.808063465,4.275591113
935,0.803383343,1
936,0.807701413,4.022192951
937,0.805536094,2.506698339
938,0.806617201,3.263359059
939,0.807701413,4.022192951
940,0.808425842,4.529216741
941,0.805536094,2.506698339
942,0.807339685,3.769021555
943,0.801954556,0
944,0.805536094,2.506698339
945,0.806617201,3.263359059
946,0.808063465,4.275591113
947,0.803741335,1.250556591
948,0.806978281,3.516076924
949,0.807701413,4.022192951
950,0.80481723,2.003569461
951,0.806256443,3.01086656
952,0.806617201,3.263359059
953,0.806617201,3.263359059
954,0.808063465,4.275591113
955,0.806978281,3.516076924
956,0.805176501,2.255021217
957,0.805536094,2.506698339
958,0.806256443,3.01086656
959,0.806256443,3.01086656
960,0.803741335,1.250556591
961,0.806256443,3.01086656
962,0.806256443,3.01086656
963,0.806978281,3.516076924
964,0.807701413,4.022192951
965,0.805896008,2.758600127
966,0.806256443,3.01086656
967,0.806978281,3.516076924
968,0.807339685,3.769021555
969,0.806617201,3.263359059
970,0.805896008,2.758600127
971,0.808063465,4.275591113
972,0.806617201,3.263359059
973,0.807339685,3.769021555
974,0.807339685,3.769021555
975,0.804458278,1.752340972
976,0.805896008,2.758600127
977,0.807339685,3.769021555
978,0.806256443,3.01086656
979,0.806617201,3.263359059
980,0.80481723,2.003569461
981,0.806256443,3.01086656
982,0.807701413,4.022192951
983,0.805896008,2.758600127
984,0.806617201,3.263359059
985,0.807339685,3.769021555
986,0.806978281,3.516076924
987,0.803025669,0.749665975
988,0.806617201,3.263359059
989,0.805536094,2.506698339
990,0.808788544,4.783069835
991,0.808063465,4.275591113
992,0.805896008,2.758600127
993,0.807701413,4.022192951
994,0.804099647,1.501337148
995,0.804099647,1.501337148
996,0.806617201,3.263359059
997,0.807701413,4.022192951
998,0.806978281,3.516076924
999,0.806978281,3.516076924
1000,0.805896008,2.758600127
