Label,Average Freq,Average ER
1,6.21E-06,1.790531825
1,2.78E-06,1.491871694
1,1.45E-06,-0.300609556
1,6.23E-06,-0.016672848
1,6.23E-06,1.821981376
1,2.78E-06,-1.016672848
1,1.05E-06,-1.385572057
1,1.05E-06,0.199390444
1,6.25E-06,0.991871694
1,6.45E-06,0.377462349
1,1.05E-06,-0.800609556
1,7.06E-06,0.270128383
1,2.82E-06,0.51968451
