,9mer,Normalized 9mer
104,0.968189964,0.428571429
105,0.969086022,0.523809595
106,0.968189964,0.428571429
107,0.972670251,0.90476194
108,0.970430108,0.666666738
109,0.96953405,0.571428571
110,0.971774194,0.80952388
111,0.967741935,0.380952346
112,0.971774194,0.80952388
113,0.969982079,0.619047654
114,0.970430108,0.666666738
115,0.971774194,0.80952388
116,0.96953405,0.571428571
117,0.972222222,0.857142857
118,0.972222222,0.857142857
119,0.971774194,0.80952388
120,0.969982079,0.619047654
121,0.971774194,0.80952388
122,0.968189964,0.428571429
123,0.974910394,1.142857143
124,0.975806452,1.238095309
125,0.971326165,0.761904797
126,0.970878136,0.714285714
127,0.96953405,0.571428571
128,0.974014337,1.047619083
129,0.970430108,0.666666738
130,0.973566308,1
131,0.966397849,0.238095203
132,0.97311828,0.952381023
133,0.971326165,0.761904797
134,0.973566308,1
135,0.975806452,1.238095309
136,0.96953405,0.571428571
137,0.971774194,0.80952388
138,0.975806452,1.238095309
139,0.971774194,0.80952388
140,0.97311828,0.952381023
141,0.97311828,0.952381023
142,0.97311828,0.952381023
143,0.973566308,1
144,0.971774194,0.80952388
145,0.972222222,0.857142857
146,0.978046595,1.476190512
147,0.970878136,0.714285714
148,0.971326165,0.761904797
149,0.975806452,1.238095309
150,0.973566308,1
151,0.974014337,1.047619083
152,0.97311828,0.952381023
153,0.971774194,0.80952388
154,0.971774194,0.80952388
155,0.966845878,0.285714286
156,0.969982079,0.619047654
157,0.972222222,0.857142857
158,0.969086022,0.523809595
159,0.974462366,1.095238166
160,0.973566308,1
161,0.974014337,1.047619083
162,0.967293907,0.333333369
163,0.967741935,0.380952346
164,0.97311828,0.952381023
165,0.976702509,1.333333369
166,0.970430108,0.666666738
167,0.977150538,1.380952452
168,0.974014337,1.047619083
169,0.969086022,0.523809595
170,0.970878136,0.714285714
171,0.972222222,0.857142857
172,0.974014337,1.047619083
173,0.975358423,1.190476226
174,0.970878136,0.714285714
175,0.96953405,0.571428571
176,0.969982079,0.619047654
177,0.970430108,0.666666738
178,0.970878136,0.714285714
179,0.969982079,0.619047654
180,0.970878136,0.714285714
181,0.968637993,0.476190512
182,0.969086022,0.523809595
183,0.969982079,0.619047654
184,0.974910394,1.142857143
185,0.974014337,1.047619083
186,0.971326165,0.761904797
187,0.975358423,1.190476226
188,0.973566308,1
189,0.974014337,1.047619083
190,0.970430108,0.666666738
191,0.971326165,0.761904797
192,0.965501792,0.142857143
193,0.975806452,1.238095309
194,0.971774194,0.80952388
195,0.970430108,0.666666738
196,0.972670251,0.90476194
197,0.971774194,0.80952388
198,0.970878136,0.714285714
199,0.968637993,0.476190512
200,0.967741935,0.380952346
201,0.967293907,0.333333369
202,0.970430108,0.666666738
203,0.977598566,1.428571429
204,0.971326165,0.761904797
205,0.974014337,1.047619083
206,0.969086022,0.523809595
207,0.970878136,0.714285714
208,0.967293907,0.333333369
209,0.971774194,0.80952388
210,0.971326165,0.761904797
211,0.976702509,1.333333369
212,0.971326165,0.761904797
213,0.978046595,1.476190512
214,0.966845878,0.285714286
215,0.970878136,0.714285714
216,0.975806452,1.238095309
217,0.970430108,0.666666738
218,0.971774194,0.80952388
219,0.969982079,0.619047654
220,0.971774194,0.80952388
221,0.975806452,1.238095309
222,0.971326165,0.761904797
223,0.969086022,0.523809595
224,0.967293907,0.333333369
225,0.969982079,0.619047654
226,0.972670251,0.90476194
227,0.968189964,0.428571429
228,0.972222222,0.857142857
229,0.973566308,1
230,0.970878136,0.714285714
231,0.970878136,0.714285714
232,0.97625448,1.285714286
233,0.970878136,0.714285714
234,0.970878136,0.714285714
235,0.973566308,1
236,0.974462366,1.095238166
237,0.970878136,0.714285714
238,0.971774194,0.80952388
239,0.974014337,1.047619083
240,0.974462366,1.095238166
241,0.967741935,0.380952346
242,0.977150538,1.380952452
243,0.971326165,0.761904797
244,0.973566308,1
245,0.971774194,0.80952388
246,0.966845878,0.285714286
247,0.974910394,1.142857143
248,0.978046595,1.476190512
249,0.977150538,1.380952452
250,0.970878136,0.714285714
251,0.973566308,1
252,0.970878136,0.714285714
253,0.972670251,0.90476194
254,0.971774194,0.80952388
255,0.973566308,1
256,0.969982079,0.619047654
257,0.967741935,0.380952346
258,0.970430108,0.666666738
259,0.974014337,1.047619083
260,0.968189964,0.428571429
261,0.974910394,1.142857143
262,0.975358423,1.190476226
263,0.97311828,0.952381023
264,0.966845878,0.285714286
265,0.968189964,0.428571429
266,0.976702509,1.333333369
267,0.971326165,0.761904797
268,0.971774194,0.80952388
269,0.967293907,0.333333369
270,0.971326165,0.761904797
271,0.969086022,0.523809595
272,0.975806452,1.238095309
273,0.971774194,0.80952388
274,0.974462366,1.095238166
275,0.968637993,0.476190512
276,0.973566308,1
277,0.967293907,0.333333369
278,0.971774194,0.80952388
279,0.967741935,0.380952346
280,0.970430108,0.666666738
281,0.970878136,0.714285714
282,0.975806452,1.238095309
283,0.97625448,1.285714286
284,0.967741935,0.380952346
285,0.968637993,0.476190512
286,0.971774194,0.80952388
287,0.975806452,1.238095309
288,0.970430108,0.666666738
289,0.972670251,0.90476194
290,0.973566308,1
291,0.978046595,1.476190512
292,0.972222222,0.857142857
293,0.973566308,1
294,0.969086022,0.523809595
295,0.971326165,0.761904797
296,0.975358423,1.190476226
297,0.973566308,1
298,0.967741935,0.380952346
299,0.969086022,0.523809595
300,0.97311828,0.952381023
301,0.975358423,1.190476226
302,0.974462366,1.095238166
303,0.975806452,1.238095309
304,0.971326165,0.761904797
305,0.971774194,0.80952388
306,0.969982079,0.619047654
307,0.973566308,1
308,0.974014337,1.047619083
309,0.977598566,1.428571429
310,0.978046595,1.476190512
311,0.971326165,0.761904797
312,0.974910394,1.142857143
313,0.970430108,0.666666738
314,0.969982079,0.619047654
315,0.973566308,1
316,0.970878136,0.714285714
317,0.970878136,0.714285714
318,0.975358423,1.190476226
319,0.970430108,0.666666738
320,0.975806452,1.238095309
321,0.972222222,0.857142857
322,0.973566308,1
323,0.972670251,0.90476194
324,0.973566308,1
325,0.975358423,1.190476226
326,0.972670251,0.90476194
327,0.974014337,1.047619083
328,0.971326165,0.761904797
329,0.974014337,1.047619083
330,0.969982079,0.619047654
331,0.970878136,0.714285714
332,0.974014337,1.047619083
333,0.974910394,1.142857143
334,0.970878136,0.714285714
335,0.974910394,1.142857143
336,0.978942652,1.571428571
337,0.96953405,0.571428571
338,0.974462366,1.095238166
339,0.970430108,0.666666738
340,0.972670251,0.90476194
341,0.978046595,1.476190512
342,0.969982079,0.619047654
343,0.973566308,1
344,0.977598566,1.428571429
345,0.97625448,1.285714286
346,0.970430108,0.666666738
347,0.973566308,1
348,0.973566308,1
349,0.97311828,0.952381023
350,0.968637993,0.476190512
351,0.968637993,0.476190512
352,0.969982079,0.619047654
353,0.97625448,1.285714286
354,0.974910394,1.142857143
355,0.971326165,0.761904797
356,0.971774194,0.80952388
357,0.972670251,0.90476194
358,0.973566308,1
359,0.972222222,0.857142857
360,0.974014337,1.047619083
361,0.968189964,0.428571429
362,0.967293907,0.333333369
363,0.97625448,1.285714286
364,0.975806452,1.238095309
365,0.973566308,1
366,0.974462366,1.095238166
367,0.975358423,1.190476226
368,0.970878136,0.714285714
369,0.973566308,1
370,0.973566308,1
371,0.975806452,1.238095309
372,0.974910394,1.142857143
373,0.973566308,1
374,0.971326165,0.761904797
375,0.972670251,0.90476194
376,0.971326165,0.761904797
377,0.970878136,0.714285714
378,0.97311828,0.952381023
379,0.971326165,0.761904797
380,0.975806452,1.238095309
381,0.96953405,0.571428571
382,0.974014337,1.047619083
383,0.970430108,0.666666738
384,0.975358423,1.190476226
385,0.969982079,0.619047654
386,0.972670251,0.90476194
387,0.972670251,0.90476194
388,0.975806452,1.238095309
389,0.972670251,0.90476194
390,0.972222222,0.857142857
391,0.974462366,1.095238166
392,0.970878136,0.714285714
393,0.973566308,1
394,0.971774194,0.80952388
395,0.974014337,1.047619083
396,0.968637993,0.476190512
397,0.967293907,0.333333369
398,0.974014337,1.047619083
399,0.971326165,0.761904797
400,0.972670251,0.90476194
401,0.968189964,0.428571429
402,0.972670251,0.90476194
403,0.975806452,1.238095309
404,0.977598566,1.428571429
405,0.973566308,1
406,0.970430108,0.666666738
407,0.969982079,0.619047654
408,0.970878136,0.714285714
409,0.971326165,0.761904797
410,0.971774194,0.80952388
411,0.974462366,1.095238166
412,0.968189964,0.428571429
413,0.970878136,0.714285714
414,0.970878136,0.714285714
415,0.972222222,0.857142857
416,0.971774194,0.80952388
417,0.971326165,0.761904797
418,0.975806452,1.238095309
419,0.974014337,1.047619083
420,0.973566308,1
421,0.975358423,1.190476226
422,0.971326165,0.761904797
423,0.974014337,1.047619083
424,0.97311828,0.952381023
425,0.970430108,0.666666738
426,0.974014337,1.047619083
427,0.977598566,1.428571429
428,0.971774194,0.80952388
429,0.975358423,1.190476226
430,0.975358423,1.190476226
431,0.977598566,1.428571429
432,0.97625448,1.285714286
433,0.972222222,0.857142857
434,0.975358423,1.190476226
435,0.974462366,1.095238166
436,0.972222222,0.857142857
437,0.972222222,0.857142857
438,0.971326165,0.761904797
439,0.967293907,0.333333369
440,0.971774194,0.80952388
441,0.971774194,0.80952388
442,0.973566308,1
443,0.971326165,0.761904797
444,0.967741935,0.380952346
445,0.973566308,1
446,0.976702509,1.333333369
447,0.976702509,1.333333369
448,0.975806452,1.238095309
449,0.975806452,1.238095309
450,0.97311828,0.952381023
451,0.970430108,0.666666738
452,0.973566308,1
453,0.96953405,0.571428571
454,0.97311828,0.952381023
455,0.97625448,1.285714286
456,0.97625448,1.285714286
457,0.974014337,1.047619083
458,0.972670251,0.90476194
459,0.975358423,1.190476226
460,0.975806452,1.238095309
461,0.967741935,0.380952346
462,0.974014337,1.047619083
463,0.973566308,1
464,0.973566308,1
465,0.972670251,0.90476194
466,0.974910394,1.142857143
467,0.975358423,1.190476226
468,0.969086022,0.523809595
469,0.96953405,0.571428571
470,0.971774194,0.80952388
471,0.969086022,0.523809595
472,0.97311828,0.952381023
473,0.972222222,0.857142857
474,0.972222222,0.857142857
475,0.974462366,1.095238166
476,0.971326165,0.761904797
477,0.975358423,1.190476226
478,0.974462366,1.095238166
479,0.973566308,1
480,0.97311828,0.952381023
481,0.972670251,0.90476194
482,0.965501792,0.142857143
483,0.970878136,0.714285714
484,0.970878136,0.714285714
485,0.972222222,0.857142857
486,0.971326165,0.761904797
487,0.972670251,0.90476194
488,0.97625448,1.285714286
489,0.975806452,1.238095309
490,0.972670251,0.90476194
491,0.970430108,0.666666738
492,0.977598566,1.428571429
493,0.973566308,1
494,0.975358423,1.190476226
495,0.971326165,0.761904797
496,0.972670251,0.90476194
497,0.97311828,0.952381023
498,0.975358423,1.190476226
499,0.97625448,1.285714286
500,0.971326165,0.761904797
501,0.973566308,1
502,0.974014337,1.047619083
503,0.97311828,0.952381023
504,0.974014337,1.047619083
505,0.969982079,0.619047654
506,0.974910394,1.142857143
507,0.973566308,1
508,0.971326165,0.761904797
509,0.971774194,0.80952388
510,0.969086022,0.523809595
511,0.970430108,0.666666738
512,0.974014337,1.047619083
513,0.971774194,0.80952388
514,0.977150538,1.380952452
515,0.971326165,0.761904797
516,0.971774194,0.80952388
517,0.975358423,1.190476226
518,0.973566308,1
519,0.973566308,1
520,0.969982079,0.619047654
521,0.976702509,1.333333369
522,0.966845878,0.285714286
523,0.972670251,0.90476194
524,0.973566308,1
525,0.972222222,0.857142857
526,0.975806452,1.238095309
527,0.973566308,1
528,0.975358423,1.190476226
529,0.966397849,0.238095203
530,0.972222222,0.857142857
531,0.972670251,0.90476194
532,0.975806452,1.238095309
533,0.976702509,1.333333369
534,0.969982079,0.619047654
535,0.973566308,1
536,0.971326165,0.761904797
537,0.97311828,0.952381023
538,0.974910394,1.142857143
539,0.974014337,1.047619083
540,0.974014337,1.047619083
541,0.970430108,0.666666738
542,0.97625448,1.285714286
543,0.96953405,0.571428571
544,0.96953405,0.571428571
545,0.971326165,0.761904797
546,0.973566308,1
547,0.972670251,0.90476194
548,0.969086022,0.523809595
549,0.969086022,0.523809595
550,0.975358423,1.190476226
551,0.974910394,1.142857143
552,0.969086022,0.523809595
553,0.974014337,1.047619083
554,0.976702509,1.333333369
555,0.972670251,0.90476194
556,0.977150538,1.380952452
557,0.971774194,0.80952388
558,0.973566308,1
559,0.977598566,1.428571429
560,0.975358423,1.190476226
561,0.977150538,1.380952452
562,0.974014337,1.047619083
563,0.971774194,0.80952388
564,0.972222222,0.857142857
565,0.974014337,1.047619083
566,0.971774194,0.80952388
567,0.970878136,0.714285714
568,0.977598566,1.428571429
569,0.969982079,0.619047654
570,0.976702509,1.333333369
571,0.977598566,1.428571429
572,0.97311828,0.952381023
573,0.968637993,0.476190512
574,0.966845878,0.285714286
575,0.974910394,1.142857143
576,0.974910394,1.142857143
577,0.974014337,1.047619083
578,0.974014337,1.047619083
579,0.970878136,0.714285714
580,0.970430108,0.666666738
581,0.977598566,1.428571429
582,0.974014337,1.047619083
583,0.972222222,0.857142857
584,0.972222222,0.857142857
585,0.970430108,0.666666738
586,0.97311828,0.952381023
587,0.971326165,0.761904797
588,0.972222222,0.857142857
589,0.97625448,1.285714286
590,0.969086022,0.523809595
591,0.973566308,1
592,0.972222222,0.857142857
593,0.970878136,0.714285714
594,0.969982079,0.619047654
595,0.97311828,0.952381023
596,0.971326165,0.761904797
597,0.972222222,0.857142857
598,0.978046595,1.476190512
599,0.977150538,1.380952452
600,0.970878136,0.714285714
601,0.975806452,1.238095309
602,0.970878136,0.714285714
603,0.973566308,1
604,0.970878136,0.714285714
605,0.975806452,1.238095309
606,0.971774194,0.80952388
607,0.973566308,1
608,0.974910394,1.142857143
609,0.975806452,1.238095309
610,0.971326165,0.761904797
611,0.973566308,1
612,0.972670251,0.90476194
613,0.975358423,1.190476226
614,0.969982079,0.619047654
615,0.969982079,0.619047654
616,0.971326165,0.761904797
617,0.971774194,0.80952388
618,0.975806452,1.238095309
619,0.971774194,0.80952388
620,0.971326165,0.761904797
621,0.977598566,1.428571429
622,0.974462366,1.095238166
623,0.972222222,0.857142857
624,0.97311828,0.952381023
625,0.975358423,1.190476226
626,0.974462366,1.095238166
627,0.974014337,1.047619083
628,0.96953405,0.571428571
629,0.970430108,0.666666738
630,0.969982079,0.619047654
631,0.974462366,1.095238166
632,0.97311828,0.952381023
633,0.975806452,1.238095309
634,0.970878136,0.714285714
635,0.966845878,0.285714286
636,0.977598566,1.428571429
637,0.972670251,0.90476194
638,0.974014337,1.047619083
639,0.97311828,0.952381023
640,0.971774194,0.80952388
641,0.973566308,1
642,0.974910394,1.142857143
643,0.974910394,1.142857143
644,0.97311828,0.952381023
645,0.973566308,1
646,0.970878136,0.714285714
647,0.972670251,0.90476194
648,0.970878136,0.714285714
649,0.974462366,1.095238166
650,0.971326165,0.761904797
651,0.970430108,0.666666738
652,0.974462366,1.095238166
653,0.971774194,0.80952388
654,0.973566308,1
655,0.978046595,1.476190512
656,0.966845878,0.285714286
657,0.975806452,1.238095309
658,0.971774194,0.80952388
659,0.975358423,1.190476226
660,0.974910394,1.142857143
661,0.973566308,1
662,0.970878136,0.714285714
663,0.973566308,1
664,0.974014337,1.047619083
665,0.971774194,0.80952388
666,0.973566308,1
667,0.975806452,1.238095309
668,0.967741935,0.380952346
669,0.974014337,1.047619083
670,0.969982079,0.619047654
671,0.977150538,1.380952452
672,0.975358423,1.190476226
673,0.974462366,1.095238166
674,0.974462366,1.095238166
675,0.969086022,0.523809595
676,0.972222222,0.857142857
677,0.971326165,0.761904797
678,0.975806452,1.238095309
679,0.968189964,0.428571429
680,0.968189964,0.428571429
681,0.970878136,0.714285714
682,0.974014337,1.047619083
683,0.972222222,0.857142857
684,0.970878136,0.714285714
685,0.97625448,1.285714286
686,0.97311828,0.952381023
687,0.968637993,0.476190512
688,0.97625448,1.285714286
689,0.970878136,0.714285714
690,0.978494624,1.523809595
691,0.974910394,1.142857143
692,0.974910394,1.142857143
693,0.97311828,0.952381023
694,0.974910394,1.142857143
695,0.974462366,1.095238166
696,0.977150538,1.380952452
697,0.977150538,1.380952452
698,0.972670251,0.90476194
699,0.976702509,1.333333369
700,0.974014337,1.047619083
701,0.971326165,0.761904797
702,0.97625448,1.285714286
703,0.973566308,1
704,0.975806452,1.238095309
705,0.966845878,0.285714286
706,0.969982079,0.619047654
707,0.968637993,0.476190512
708,0.973566308,1
709,0.973566308,1
710,0.977150538,1.380952452
711,0.97311828,0.952381023
712,0.972670251,0.90476194
713,0.971774194,0.80952388
714,0.971326165,0.761904797
715,0.970878136,0.714285714
716,0.975806452,1.238095309
717,0.978046595,1.476190512
718,0.971326165,0.761904797
719,0.973566308,1
720,0.970878136,0.714285714
721,0.975806452,1.238095309
722,0.97311828,0.952381023
723,0.974910394,1.142857143
724,0.977598566,1.428571429
725,0.970430108,0.666666738
726,0.971326165,0.761904797
727,0.977150538,1.380952452
728,0.978494624,1.523809595
729,0.972222222,0.857142857
730,0.978046595,1.476190512
731,0.974910394,1.142857143
732,0.976702509,1.333333369
733,0.97311828,0.952381023
734,0.975806452,1.238095309
735,0.970430108,0.666666738
736,0.97625448,1.285714286
737,0.967293907,0.333333369
738,0.970430108,0.666666738
739,0.96953405,0.571428571
740,0.964605735,0.047619083
741,0.96953405,0.571428571
742,0.96953405,0.571428571
743,0.97311828,0.952381023
744,0.972670251,0.90476194
745,0.97311828,0.952381023
746,0.971774194,0.80952388
747,0.971774194,0.80952388
748,0.973566308,1
749,0.966845878,0.285714286
750,0.970430108,0.666666738
751,0.96953405,0.571428571
752,0.974910394,1.142857143
753,0.975806452,1.238095309
754,0.97311828,0.952381023
755,0.971326165,0.761904797
756,0.97311828,0.952381023
757,0.972222222,0.857142857
758,0.967741935,0.380952346
759,0.974014337,1.047619083
760,0.974462366,1.095238166
761,0.974910394,1.142857143
762,0.975806452,1.238095309
763,0.970878136,0.714285714
764,0.977150538,1.380952452
765,0.975806452,1.238095309
766,0.97311828,0.952381023
767,0.97625448,1.285714286
768,0.971326165,0.761904797
769,0.971326165,0.761904797
770,0.973566308,1
771,0.97625448,1.285714286
772,0.971774194,0.80952388
773,0.974014337,1.047619083
774,0.972670251,0.90476194
775,0.972222222,0.857142857
776,0.973566308,1
777,0.978046595,1.476190512
778,0.972222222,0.857142857
779,0.97625448,1.285714286
780,0.972670251,0.90476194
781,0.974014337,1.047619083
782,0.971326165,0.761904797
783,0.970878136,0.714285714
784,0.974014337,1.047619083
785,0.970878136,0.714285714
786,0.969982079,0.619047654
787,0.974014337,1.047619083
788,0.970878136,0.714285714
789,0.971774194,0.80952388
790,0.971326165,0.761904797
791,0.972222222,0.857142857
792,0.972222222,0.857142857
793,0.973566308,1
794,0.971326165,0.761904797
795,0.971774194,0.80952388
796,0.974910394,1.142857143
797,0.971326165,0.761904797
798,0.970878136,0.714285714
799,0.973566308,1
800,0.97625448,1.285714286
801,0.972222222,0.857142857
802,0.977150538,1.380952452
803,0.974462366,1.095238166
804,0.971326165,0.761904797
805,0.975806452,1.238095309
806,0.971326165,0.761904797
807,0.974462366,1.095238166
808,0.971774194,0.80952388
809,0.971326165,0.761904797
810,0.971326165,0.761904797
811,0.970430108,0.666666738
812,0.972222222,0.857142857
813,0.971774194,0.80952388
814,0.974462366,1.095238166
815,0.974014337,1.047619083
816,0.972670251,0.90476194
817,0.967741935,0.380952346
818,0.97625448,1.285714286
819,0.970878136,0.714285714
820,0.975806452,1.238095309
821,0.969982079,0.619047654
822,0.971326165,0.761904797
823,0.971774194,0.80952388
824,0.970878136,0.714285714
825,0.973566308,1
826,0.96953405,0.571428571
827,0.968637993,0.476190512
828,0.96953405,0.571428571
829,0.977150538,1.380952452
830,0.971774194,0.80952388
831,0.971326165,0.761904797
832,0.975358423,1.190476226
833,0.975358423,1.190476226
834,0.974014337,1.047619083
835,0.974462366,1.095238166
836,0.968637993,0.476190512
837,0.978494624,1.523809595
838,0.970878136,0.714285714
839,0.974462366,1.095238166
840,0.97625448,1.285714286
841,0.969982079,0.619047654
842,0.975806452,1.238095309
843,0.975358423,1.190476226
844,0.97311828,0.952381023
845,0.976702509,1.333333369
846,0.977150538,1.380952452
847,0.971326165,0.761904797
848,0.977150538,1.380952452
849,0.971774194,0.80952388
850,0.971326165,0.761904797
851,0.974014337,1.047619083
852,0.974462366,1.095238166
853,0.975358423,1.190476226
854,0.971326165,0.761904797
855,0.974014337,1.047619083
856,0.97311828,0.952381023
857,0.971326165,0.761904797
858,0.970878136,0.714285714
859,0.97311828,0.952381023
860,0.974462366,1.095238166
861,0.97311828,0.952381023
862,0.970430108,0.666666738
863,0.970878136,0.714285714
864,0.978046595,1.476190512
865,0.970430108,0.666666738
866,0.970430108,0.666666738
867,0.973566308,1
868,0.975358423,1.190476226
869,0.974910394,1.142857143
870,0.974014337,1.047619083
871,0.974014337,1.047619083
872,0.975358423,1.190476226
873,0.971774194,0.80952388
874,0.973566308,1
875,0.973566308,1
876,0.971774194,0.80952388
877,0.971326165,0.761904797
878,0.971774194,0.80952388
879,0.96953405,0.571428571
880,0.97311828,0.952381023
881,0.972670251,0.90476194
882,0.972222222,0.857142857
883,0.97311828,0.952381023
884,0.972222222,0.857142857
885,0.972670251,0.90476194
886,0.975806452,1.238095309
887,0.977150538,1.380952452
888,0.974462366,1.095238166
889,0.974910394,1.142857143
890,0.973566308,1
891,0.977598566,1.428571429
892,0.975358423,1.190476226
893,0.968189964,0.428571429
894,0.968189964,0.428571429
895,0.97311828,0.952381023
896,0.977150538,1.380952452
897,0.974462366,1.095238166
898,0.971326165,0.761904797
899,0.971326165,0.761904797
900,0.970430108,0.666666738
901,0.975806452,1.238095309
902,0.974014337,1.047619083
903,0.972222222,0.857142857
904,0.969982079,0.619047654
905,0.97311828,0.952381023
906,0.969982079,0.619047654
907,0.97311828,0.952381023
908,0.975806452,1.238095309
909,0.969086022,0.523809595
910,0.972222222,0.857142857
911,0.973566308,1
912,0.971326165,0.761904797
913,0.978046595,1.476190512
914,0.969982079,0.619047654
915,0.971326165,0.761904797
916,0.971326165,0.761904797
917,0.970878136,0.714285714
918,0.966397849,0.238095203
919,0.971326165,0.761904797
920,0.974910394,1.142857143
921,0.974910394,1.142857143
922,0.974910394,1.142857143
923,0.975806452,1.238095309
924,0.978046595,1.476190512
925,0.974910394,1.142857143
926,0.970430108,0.666666738
927,0.969086022,0.523809595
928,0.971326165,0.761904797
929,0.971326165,0.761904797
930,0.973566308,1
931,0.971774194,0.80952388
932,0.975806452,1.238095309
933,0.973566308,1
934,0.967741935,0.380952346
935,0.974462366,1.095238166
936,0.971326165,0.761904797
937,0.97983871,1.666666738
938,0.966845878,0.285714286
939,0.968637993,0.476190512
940,0.968189964,0.428571429
941,0.976702509,1.333333369
942,0.970878136,0.714285714
943,0.977598566,1.428571429
944,0.973566308,1
945,0.971774194,0.80952388
946,0.970430108,0.666666738
947,0.974014337,1.047619083
948,0.974462366,1.095238166
949,0.970878136,0.714285714
950,0.972222222,0.857142857
951,0.97625448,1.285714286
952,0.974014337,1.047619083
953,0.971326165,0.761904797
954,0.971326165,0.761904797
955,0.973566308,1
956,0.978046595,1.476190512
957,0.974462366,1.095238166
958,0.973566308,1
959,0.969982079,0.619047654
960,0.97625448,1.285714286
961,0.971774194,0.80952388
962,0.97311828,0.952381023
963,0.975358423,1.190476226
964,0.974014337,1.047619083
965,0.970878136,0.714285714
966,0.972222222,0.857142857
967,0.975358423,1.190476226
968,0.971774194,0.80952388
969,0.978046595,1.476190512
970,0.973566308,1
971,0.970878136,0.714285714
972,0.97625448,1.285714286
973,0.974910394,1.142857143
974,0.975806452,1.238095309
975,0.973566308,1
976,0.974014337,1.047619083
977,0.972222222,0.857142857
978,0.971326165,0.761904797
979,0.974014337,1.047619083
980,0.971774194,0.80952388
981,0.971326165,0.761904797
982,0.973566308,1
983,0.975358423,1.190476226
984,0.976702509,1.333333369
985,0.972670251,0.90476194
986,0.971774194,0.80952388
987,0.977598566,1.428571429
988,0.973566308,1
989,0.972670251,0.90476194
990,0.970878136,0.714285714
991,0.971774194,0.80952388
992,0.971326165,0.761904797
993,0.968637993,0.476190512
994,0.974462366,1.095238166
995,0.973566308,1
996,0.977150538,1.380952452
997,0.966397849,0.238095203
998,0.974462366,1.095238166
999,0.970878136,0.714285714
1000,0.975358423,1.190476226
1001,0.971326165,0.761904797
1002,0.978494624,1.523809595
1003,0.972222222,0.857142857
1004,0.975806452,1.238095309
1005,0.975806452,1.238095309
1006,0.974910394,1.142857143
1007,0.976702509,1.333333369
1008,0.974910394,1.142857143
1009,0.975358423,1.190476226
1010,0.975806452,1.238095309
1011,0.973566308,1
1012,0.971326165,0.761904797
1013,0.97311828,0.952381023
1014,0.973566308,1
1015,0.975806452,1.238095309
1016,0.972222222,0.857142857
1017,0.976702509,1.333333369
1018,0.974014337,1.047619083
1019,0.970430108,0.666666738
1020,0.974014337,1.047619083
1021,0.969086022,0.523809595
