,All Mutations,LO 0,LO 1,LO 2,LO 3,LO 4,LO 5,LO 6,LO 7
107,-1.867735857,-1.1487159979158632,-0.0999700993618502,,,-1.8993894775656701,-1.6894276568122208,,
108,-1.657394314,-1.8793503301635301,-0.8727681286467011,,-2.2906009834090275,,-1.273268553320949,,
109,-1.580826852,-0.9127191317894692,-1.1151160604231127,,-1.9992831072961657,,-1.2955024590140978,,
110,-2.399348443,-1.862310822214937,-1.4598345744546422,,-2.8584291037007223,-1.6859863388214062,,,-2.2319757293623126
111,-1.978281512,-1.8358753345311247,,,-2.294587677235904,-1.1477368085889217,,,-1.7980537331914337
112,-1.5998112080000002,-1.0686499566871746,0.010085227474319723,,,-1.6529662578523112,,,-1.4745733835959918
113,-2.868485065,-2.6095088890875866,-2.0264416289139047,,-3.253699477221185,-2.2233255168687207,,,
114,-2.276030087,-2.186628789007709,,,-2.5130948401704254,-1.1016525488157058,-1.638923735446498,-1.2094666146197814,
115,-1.275780285,-0.9570773610521126,-0.1216294345372562,,,,,,-1.179406184814205
116,-2.778255265,-2.380257015327192,-1.899770006470021,,-3.2856937433196545,-2.111797870951354,,,-2.840952946944841
117,-2.814564192,-2.5283709753377592,-1.949957145271412,,-3.2060864509320384,-1.9009872913498944,-2.38016969190026,,
118,-1.6202383319999998,-1.6914902147826325,-0.6584682048850223,,,-1.4498690840680162,,,-1.7056502167181862
119,-1.978280913,-1.7115323808683094,-0.3130776413697638,,,-2.100236208423281,,,
120,-2.406891904,-1.859963281312225,-1.8784161960527768,,-2.7839859052247866,-1.6167573940301478,-2.0207939087047886,,
121,-2.527429518,-2.518456612901115,,-2.33286074257574,,,,,
122,-1.981005559,-1.6227570005726033,-0.2493362874908996,,,-2.0992372476419785,,,-2.0751282235638966
123,-2.9683436760000004,-2.6497987604600683,-2.1724834542921645,,-3.4345147148791364,-2.203886185685977,-2.602839214859439,,
124,-1.236021607,,-0.15793323033963702,,,,,,
125,-2.822544263,-2.3034706023290403,-2.618204139379537,-3.2172911272976594,-2.687476943822378,-2.2499913885390286,-2.6454726194591442,-1.404054817798779,-2.915226880409565
