,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.72443724,0.12101385,0.9820017,0.0092508895,0.931986,0.6961043,0.15870419,0.6179467,0.9540011,0.5829991,-0.99067014,0.9673576,0.9578393,0.16434288,0.8359089,0.7243415,0.27266225,0.05171429,0.009874584,0.25597063,-0.84280926,0.9644928,0.9770815,0.997908,-0.99970776,0.9588814,0.37536487,0.54125786,0.825333,0.043061808,0.8364455,0.8638243,0.9591046,0.9997962,0.9674521,0.045963682,0.91883254,0.30764282,0.8892213,-0.4199224,0.093022406,0.7779866,0.95106155,0.05401579,0.4327124,0.96867454,0.0022481277,0.7225135,-0.39607835,-0.94855094,0.99997485,-0.24488093,0.58036417,0.34581614,0.40636107,0.8021671,0.022202386,0.06433888,-0.97928685,0.774848,0.72397166,0.67150897,0.99710387,0.7957513
1,0.7346544,0.12345601,0.9813517,0.009887144,0.9431951,0.6912346,0.15331274,0.6116918,0.9577892,0.555505,-0.9853443,0.9682616,0.9567254,0.18021496,0.8389634,0.7276128,0.27307117,0.050130066,0.010123256,0.2605615,-0.84468234,0.9641697,0.973081,0.9980187,-0.99969125,0.96271926,0.3636576,0.54125845,0.83018327,0.04444017,0.8318792,0.85304177,0.95708734,0.9998906,0.9679724,0.042461857,0.926197,0.3127514,0.8971397,-0.41967297,0.09724655,0.79029703,0.950367,0.058119833,0.40527797,0.9673185,0.0053384197,0.7507543,-0.3670595,-0.9496239,0.9999722,-0.25715864,0.5866329,0.34778294,0.4126655,0.7965186,0.023387916,0.07556903,-0.96260977,0.7523248,0.73267704,0.6601849,0.99971086,0.79686135
2,0.69578385,0.13233395,0.9825329,0.007490735,0.9152554,0.67820406,0.15230525,0.62681776,0.9556451,0.679269,-0.9920436,0.9667888,0.95948416,0.15704493,0.8413459,0.7185649,0.24999647,0.048193283,0.009685132,0.24105617,-0.83444315,0.96239936,0.9775047,0.9976603,-0.9997398,0.94660425,0.35360733,0.5347417,0.8277599,0.03858574,0.83685136,0.83745515,0.96261424,0.99987453,0.9693667,0.047687866,0.92558825,0.3147844,0.90091527,-0.40746626,0.09245727,0.7633436,0.94936377,0.050021958,0.43791482,0.9669062,0.002063571,0.61334586,-0.39931104,-0.95064074,0.9999771,-0.22060962,0.5649289,0.34531316,0.4129906,0.8015559,0.02128482,0.054699186,-0.9748048,0.780832,0.73184335,0.6715962,0.9996359,0.81051075
3,0.6994806,0.13288818,0.9826215,0.007921432,0.8820637,0.6898139,0.15720436,0.62794304,0.9544029,0.6614797,-0.9873248,0.96640074,0.959455,0.1418346,0.832205,0.718599,0.25988576,0.05014151,0.009575688,0.2451772,-0.8380289,0.9646927,0.9753792,0.99748856,-0.9997367,0.94800663,0.3670192,0.5359226,0.8234857,0.039435454,0.83158773,0.85220355,0.9609937,0.9998696,0.96825784,0.049732503,0.9193896,0.30882066,0.90441066,-0.41128132,0.09044191,0.76003855,0.95069414,0.04913946,0.45289445,0.96881014,0.00094933715,0.62873423,-0.41633868,-0.9482575,0.99997747,-0.22203858,0.5706664,0.3434763,0.40663105,0.8047506,0.021055587,0.04078331,-0.9811376,0.7934408,0.7220097,0.6798379,0.99586695,0.80340165
4,0.72737545,0.12036581,0.98172957,0.009205176,0.93431866,0.6948925,0.15915155,0.61818457,0.9531295,0.5947585,-0.99124336,0.96792334,0.9572555,0.17168412,0.84387064,0.7258459,0.2708959,0.05071601,0.010046286,0.257991,-0.8434528,0.9642405,0.9764469,0.99799675,-0.9997063,0.95749676,0.37662667,0.539427,0.82582164,0.043765906,0.8348054,0.8638627,0.9599795,0.9998659,0.9676234,0.045091923,0.91870326,0.30704078,0.8852243,-0.4206627,0.093876906,0.7821184,0.95133406,0.055007935,0.42590398,0.968703,0.0024973159,0.7402596,-0.3937066,-0.9478499,0.99997437,-0.24732609,0.5790995,0.34560472,0.39468732,0.8020699,0.02233137,0.05963909,-0.9726806,0.76976657,0.7253682,0.66835254,0.9990608,0.7945991
5,0.7249122,0.13003139,0.9817483,0.009220885,0.93531495,0.69508153,0.15570584,0.6159621,0.9566048,0.59593546,-0.98515517,0.96741474,0.95723826,0.1570214,0.8355718,0.72257847,0.26951036,0.05072033,0.009798794,0.25619128,-0.84475094,0.9643144,0.9748515,0.9979179,-0.9997048,0.9637492,0.36071816,0.5377738,0.8273563,0.04262879,0.8356241,0.84984773,0.95753044,0.99983144,0.9681567,0.04493773,0.9230627,0.30976492,0.89962065,-0.41773656,0.094321586,0.7795941,0.95084554,0.055109374,0.422485,0.9681277,0.0031375194,0.7314274,-0.3828401,-0.9487545,0.9999745,-0.24635676,0.578727,0.34634066,0.4282248,0.7999068,0.022780422,0.08054049,-0.9863781,0.77138907,0.72725487,0.6677585,0.99889386,0.7971422
6,0.71031845,0.133777,0.98229617,0.007892396,0.9035441,0.69349045,0.15686624,0.62293136,0.95584863,0.6718818,-0.99490404,0.967432,0.9576571,0.15406963,0.84838265,0.7192613,0.25644112,0.049275283,0.009748804,0.24962503,-0.8407847,0.9621982,0.9769073,0.9978936,-0.9997271,0.9492458,0.3548787,0.5315912,0.82486963,0.04072003,0.83628047,0.85121065,0.9613994,0.99986434,0.96866447,0.04656136,0.9212077,0.30659956,0.8898794,-0.41429374,0.0915707,0.7701444,0.9515344,0.051370513,0.4356553,0.96877915,-1.5071809e-05,0.7073774,-0.39207113,-0.9487848,0.9999769,-0.23069832,0.5649721,0.34238747,0.41201207,0.8037292,0.021505576,0.054279458,-0.9478257,0.7865439,0.7212589,0.6723693,0.9992392,0.7999467
7,0.7380238,0.112987556,0.9816682,0.009988334,0.9381987,0.7005655,0.15912002,0.6110707,0.9567448,0.54558414,-0.9923856,0.96810603,0.95675695,0.17330809,0.8435543,0.7274998,0.2790825,0.052643564,0.009992768,0.261882,-0.84598583,0.96445006,0.9749986,0.9980683,-0.99969065,0.96180576,0.37830532,0.54219306,0.82601863,0.045230035,0.83652747,0.86903626,0.9573712,0.99985814,0.9671401,0.043450832,0.91905063,0.30712724,0.88179463,-0.4243251,0.09445972,0.7879394,0.9518095,0.05645694,0.4205438,0.96870303,0.0030035598,0.7763714,-0.38262752,-0.9477646,0.9999732,-0.25764388,0.58605874,0.34521586,0.4072397,0.80119073,0.022755953,0.057396844,-0.9447176,0.76466113,0.7234042,0.6662802,0.9989404,0.79151523
8,0.7223721,0.12315578,0.9816288,0.009046127,0.9337622,0.68610823,0.15603088,0.62089473,0.9524024,0.59867203,-0.98862946,0.968001,0.95763963,0.1841246,0.8432127,0.7270041,0.26638228,0.04887768,0.010205161,0.25602868,-0.8401641,0.9640106,0.97608286,0.99792403,-0.9997117,0.9540697,0.37330112,0.54012406,0.8280277,0.04306288,0.8313682,0.8627575,0.9613722,0.9998781,0.96789837,0.044930674,0.9215297,0.31027058,0.8895348,-0.41764203,0.09498003,0.78252345,0.94995016,0.055426978,0.41973072,0.96778923,0.0037994434,0.704072,-0.3926252,-0.94986755,0.999974,-0.24403368,0.58030796,0.34726045,0.38125822,0.79970306,0.022293469,0.06579336,-0.97972053,0.76104707,0.7315398,0.66574746,0.999305,0.7991362
9,0.69881874,0.13266775,0.9824565,0.007613656,0.9135784,0.6800865,0.15297154,0.6258796,0.9560223,0.67478853,-0.9921281,0.9668665,0.95923704,0.15525188,0.84184945,0.71860456,0.25190294,0.048565168,0.009689686,0.242624,-0.8358067,0.96257186,0.97715694,0.9976723,-0.9997367,0.94800067,0.35386395,0.53457284,0.82774985,0.038934182,0.8370982,0.837823,0.9621523,0.99987197,0.9692651,0.047489867,0.92531466,0.3141097,0.90054566,-0.40838006,0.09260533,0.7648336,0.9497577,0.05045994,0.43614936,0.96708935,0.001938758,0.6285688,-0.39725783,-0.9504599,0.9999769,-0.2232134,0.56520355,0.34540325,0.41618055,0.80156237,0.021482205,0.056382343,-0.9844021,0.78061074,0.73134977,0.6711263,0.9996061,0.8085837
