,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,0.7164726,0.122937165,0.981755,0.008965593,0.9496114,0.6753203,0.14955644,0.61820126,0.9557065,0.585657,-0.9842013,0.9676184,0.9589886,0.18380103,0.8302356,0.72602147,0.26274908,0.048766606,0.010094155,0.2497695,-0.83691025,0.9641528,0.97493255,0.9977399,-0.9997123,0.9550924,0.3626814,0.5429462,0.8321877,0.041702453,0.8321528,0.83864254,0.95927876,0.99989,0.96886384,0.044216022,0.92984307,0.31992006,0.9080112,-0.41172475,0.09764011,0.7812456,0.9484684,0.05551515,0.41337392,0.9656044,0.0066246586,0.6473279,-0.37541264,-0.9522768,0.9999732,-0.24126728,0.5825828,0.3497399,0.4024848,0.79542226,0.022764869,0.08196233,-0.98531127,0.7513208,0.7417021,0.6614113,0.99983317,0.80849403
1,0.7367782,0.11348271,0.9816635,0.009922923,0.93924,0.6987226,0.15922351,0.6121987,0.9563333,0.549049,-0.99233073,0.96804404,0.9569424,0.17360762,0.84358454,0.72734874,0.27883258,0.05261576,0.010010643,0.26120347,-0.84549147,0.96443444,0.9752575,0.9980545,-0.99969256,0.9612586,0.37888947,0.5425365,0.8263019,0.045027103,0.83627516,0.8691076,0.95762503,0.99986464,0.9671523,0.043777354,0.9191358,0.30758107,0.8826035,-0.4237497,0.09448796,0.787267,0.9517567,0.05636107,0.42034414,0.9685867,0.0029662568,0.76938915,-0.38378567,-0.94830334,0.9999732,-0.25693813,0.58537585,0.34576473,0.40667832,0.8010579,0.022796072,0.05691269,-0.96427095,0.76420563,0.7246819,0.66616833,0.99894637,0.7917257
2,0.7367574,0.12663075,0.981587,0.009833077,0.94488764,0.7015627,0.15742743,0.61095697,0.9581953,0.5684197,-0.989939,0.9680021,0.9563372,0.15929624,0.83634883,0.7241224,0.27720958,0.05219698,0.009907311,0.26203313,-0.8485882,0.9646251,0.97254366,0.99801695,-0.99968946,0.96601903,0.36735737,0.5376607,0.82753545,0.044536326,0.8377825,0.8494425,0.9562967,0.99989396,0.9676472,0.04364471,0.92296475,0.3081806,0.8975584,-0.42156073,0.09542553,0.7865301,0.95215285,0.056907594,0.41596657,0.968682,0.0032425986,0.787201,-0.37166077,-0.948493,0.9999734,-0.25783733,0.5829045,0.34625214,0.4272955,0.79990184,0.023438249,0.076397985,-0.98346114,0.76799816,0.72565484,0.6648436,0.99941826,0.7898664
3,0.6873367,0.12535444,0.98270774,0.007715732,0.89894205,0.66603786,0.1483984,0.6310728,0.95496774,0.6475651,-0.9784066,0.966349,0.9614997,0.17104967,0.829116,0.7232226,0.2526057,0.047935612,0.00985022,0.23755947,-0.8289156,0.9645306,0.9754685,0.997355,-0.99974674,0.9400504,0.3679946,0.54239756,0.828682,0.038330395,0.82635236,0.8415042,0.9628608,0.9999176,0.9689748,0.049172264,0.92726755,0.321237,0.913309,-0.40422642,0.09344564,0.7597115,0.94752127,0.048986804,0.4433977,0.96604186,0.004583296,0.51692253,-0.4128296,-0.95143276,0.9999764,-0.21559799,0.5779701,0.34723535,0.3825946,0.8001576,0.020949205,0.011332263,-0.9723962,0.77249944,0.73753744,0.67230594,0.9993586,0.816815
4,0.7354465,0.11336633,0.98170066,0.009845631,0.9398332,0.69838303,0.15868895,0.6124706,0.95594865,0.5512946,-0.9922452,0.9680378,0.9570054,0.17500159,0.8432398,0.7274913,0.27736893,0.052305732,0.010014196,0.2605456,-0.8448243,0.9644084,0.9754299,0.9980464,-0.9996942,0.96064144,0.37834355,0.5422863,0.82617486,0.044884376,0.8361032,0.86871207,0.9579597,0.9998665,0.9672302,0.043725938,0.91930884,0.30770245,0.88256896,-0.42340738,0.09441805,0.786785,0.95149976,0.056135837,0.42163286,0.9685455,0.0031628832,0.7627127,-0.38499987,-0.9484108,0.9999733,-0.25519645,0.5856004,0.34549338,0.4034192,0.80110353,0.022625668,0.056177158,-0.9466524,0.76444626,0.7244702,0.6665389,0.99897325,0.7930616
5,0.6947232,0.1254583,0.98272544,0.0077385507,0.9069738,0.6836249,0.15645398,0.6296844,0.95272774,0.65753496,-0.99259156,0.9666631,0.9601922,0.15503275,0.83724177,0.72010785,0.2572094,0.049433213,0.009694748,0.2419954,-0.83368707,0.96463925,0.9761128,0.99762815,-0.99974257,0.94180447,0.37158754,0.53724897,0.8236039,0.03904481,0.82912105,0.85870385,0.962802,0.9998846,0.9682562,0.049439743,0.92073566,0.3098092,0.90329856,-0.40954006,0.09049626,0.76030105,0.9499156,0.048532024,0.45474413,0.9682873,0.0015412918,0.5911498,-0.4199906,-0.9494343,0.9999775,-0.21751136,0.5729198,0.34283006,0.3776816,0.8042957,0.020501051,0.04102507,-0.94813234,0.7883294,0.72484505,0.6788757,0.99837345,0.807083
6,0.7402482,0.12035289,0.98196316,0.010293266,0.9012903,0.70802355,0.16089019,0.6112878,0.95785344,0.54082674,-0.99116594,0.967828,0.95689267,0.15874311,0.83841306,0.7266285,0.286274,0.054332007,0.009988526,0.2649317,-0.8492573,0.9650584,0.9731496,0.99791265,-0.9996865,0.961531,0.37834737,0.54301864,0.8244471,0.04577401,0.8361236,0.8685967,0.9550465,0.9998361,0.96645117,0.044856936,0.91820943,0.30478597,0.8845104,-0.4257011,0.09370751,0.7852204,0.95317894,0.055669,0.42683333,0.9699112,0.0011469304,0.7964923,-0.37816143,-0.94534796,0.9999731,-0.2606355,0.5887666,0.3451492,0.4137027,0.80261576,0.023114273,0.02758539,-0.97273284,0.775577,0.71744037,0.668771,0.9982418,0.7845544
7,0.72162074,0.12863721,0.9821869,0.008976245,0.9058729,0.70064896,0.15987521,0.6205411,0.9531316,0.60867304,-0.98682207,0.9673634,0.9577812,0.15583575,0.83536786,0.7235494,0.27101317,0.05130816,0.00985515,0.2569284,-0.84433234,0.96465486,0.9765372,0.99778074,-0.9997118,0.95514446,0.37387404,0.53844726,0.82340455,0.04290357,0.83357346,0.8599805,0.95914775,0.9998049,0.9674267,0.04710373,0.91760397,0.30478138,0.88893366,-0.4197334,0.09226638,0.7742595,0.9515857,0.05289299,0.44019756,0.9697138,0.0009468118,0.73084897,-0.39902833,-0.94708693,0.9999754,-0.24141356,0.57822835,0.34450555,0.39963418,0.80413383,0.02199925,0.058567084,-0.9716478,0.78488624,0.7190521,0.6747482,0.99728525,0.7934228
8,0.70211726,0.1400247,0.9828521,0.0076594693,0.8923295,0.6989446,0.15888797,0.62588996,0.9552176,0.6782204,-0.99508345,0.966813,0.9585998,0.13242018,0.8394445,0.7155414,0.2577294,0.04981972,0.009467461,0.24687152,-0.8406048,0.96400595,0.9779481,0.9972059,-0.99973434,0.94733906,0.35650578,0.53189427,0.82216674,0.039176848,0.8393362,0.8476711,0.96080875,0.99971354,0.9683324,0.049134266,0.9196185,0.3037662,0.89345235,-0.41195658,0.089409396,0.7604318,0.9512547,0.048914094,0.45550385,0.96985817,-0.0010106454,0.6845296,-0.4052513,-0.9469992,0.9999783,-0.22261864,0.56243145,0.34129065,0.4091031,0.80581963,0.021020232,0.074071296,-0.9554633,0.8024179,0.71604353,0.6799119,0.99732965,0.79810256
9,0.69061923,0.13551372,0.98292875,0.0075734677,0.88667434,0.6860615,0.15635651,0.6311343,0.9540947,0.6715858,-0.9898102,0.96625125,0.9602721,0.14127333,0.8290085,0.71717155,0.25639144,0.049047925,0.0095092915,0.24127652,-0.8348497,0.96482956,0.9758912,0.9970944,-0.9997453,0.94390386,0.36614907,0.536611,0.82336104,0.0380896,0.83089465,0.85086095,0.9620242,0.9998531,0.96831876,0.050869405,0.92051286,0.30939487,0.9078561,-0.4078828,0.08973267,0.75475883,0.94998205,0.047719922,0.45967335,0.9686741,0.00079857366,0.5899424,-0.42147246,-0.9485255,0.9999781,-0.21476135,0.5691906,0.34318626,0.39298734,0.8046869,0.020597512,0.054252934,-0.9806459,0.7965828,0.7231388,0.6820023,0.9961585,0.8059476
